candidate_hs4,candidate_product_name_short,anchor_count,anchors
3811,Anti-knock,1,1508 - Peanut oil
3905,Polymers of vinyl acetate,1,3211 - Prepared driers
3912,Cellulose n.e.c.,1,2832 - Sulfites
3920,"Other plates of plastics, noncellular and not reinforced",1,3307 - Toiletries
3925,Plastic builders' ware,1,2102 - Yeasts
4008,Vulcanized rubber plates,1,"7312 - Wire of iron or steel, not insulated"
4102,Raw skins of sheep or lambs,1,5201 - Raw cotton
4202,Trunks or cases,1,4303 - Furskin apparel
4304,Artificial fur,1,4303 - Furskin apparel
4414,Wooden frames,1,1520 - Glycerol
4501,"Natural cork, raw",1,1509 - Olive oil
4502,"Natural cork, debacked",1,1509 - Olive oil
4602,Basketwork,1,0902 - Tea
4704,"Chemical woodpulp, sulfite",1,2307 - Wine lees
4705,Semichemical woodpulp,1,0903 - Mate
4707,Paper waste,1,2309 - Animal feed
4801,Newsprint,1,3806 - Rosin and resin acids
4806,Transparent paper,1,8408 - Compression-ignition internal combustion piston engines
4807,Uncoated composite paper,1,2840 - Borates
4811,"Cellulose wadding, coated",1,3211 - Prepared driers
4814,Wallpaper,1,2803 - Carbon
4906,"Architectural, engineering, etc. drawings",1,1702 - Other sugars
4911,Other printed matter,1,"3808 - Insecticides, rodenticides, fungicides, etc."
5004,Silk yarn,1,1508 - Peanut oil
5007,Woven silk fabrics,1,5803 - Gauze
5110,Yarn of coarse animal hair or of horsehair,1,"5105 - Wool, combed"
5112,Woven fabrics of combed wool,1,"5105 - Wool, combed"
5205,Cotton yarn of > 85%,1,5201 - Raw cotton
5305,Vegetable textile fibers,1,0903 - Mate
5308,Yarn of other vegetable textile fibers,1,3201 - Vegetable tanning extracts
5311,Woven fabrics of vegetable textile fibers,1,2830 - Sulfides; polysulfides
5408,Woven fabrics of artificial filament yarn,1,4303 - Furskin apparel
5505,Waste of man-made fibers,1,1208 - Flours of oil seeds
5507,"Artificial staple fibers, processed",1,2528 - Natural borates
5513,Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2,1,1006 - Rice
5514,Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2,1,1006 - Rice
5608,Nets,1,0304 - Fish fillets
5704,Carpets of felt,1,2509 - Chalk
5801,Woven pile fabrics,1,5803 - Gauze
5802,Terry cloth,1,2836 - Carbonates
5804,Lace and net fabrics,1,4303 - Furskin apparel
5805,Hand-woven tapestries,1,2508 - Clays
5902,Tire cord fabric,1,5803 - Gauze
5906,Rubberized textile fabrics,1,0505 - Feathers and down
5907,"Other textile fabrics impregnated, coated or covered",1,0101 - Horses
5909,Textile hosepiping and similar tubing,1,3913 - Natural polymers
5911,Textile articles for technical use,1,"7312 - Wire of iron or steel, not insulated"
6104,"Women's suits, knit",1,"0711 - Vegetables, provisionally preserved"
6111,"Babies' garments, knit",1,1401 - Vegetable materials used for plaiting
6113,Garments knit with impregnated fibers,1,1401 - Vegetable materials used for plaiting
6201,"Men's overcoats, not knit",1,1401 - Vegetable materials used for plaiting
6202,"Womens overcoats, not knit",1,"0909 - Anise, fennel, etc."
6208,Women's undergarments,1,"0812 - Fruits and nuts, provisionally preserved"
6301,Blankets,1,1006 - Rice
6501,Hat forms,1,0903 - Mate
6505,"Hats, knit",1,1401 - Vegetable materials used for plaiting
6701,Feathers or down,1,0505 - Feathers and down
6704,Wigs,1,1006 - Rice
6804,Grindstones,1,2830 - Sulfides; polysulfides
6811,Asbestos-cement or cellulose fiber-cement,1,0510 - Animal products used in pharmaceuticals
6813,Friction material and articles thereof,1,0202 - Beef (frozen)
6901,"Bricks, blocks, and other ceramic goods",1,"2714 - Bitumen and asphalt, natural"
6905,Architectural ceramic ornaments,1,2204 - Wine
6906,Ceramic pipes,1,1505 - Wool grease
6909,Ceramic wares for technical ware,1,3815 - Catalytic preparations
7003,"Glass, cast or rolled",1,3817 - Mixed alkylbenzenes
7014,Signaling glassware,1,2813 - Sulfides of nonmetals
7113,Jewelry of precious metal,1,3201 - Vegetable tanning extracts
7114,Goldsmith and silversmith wares,1,3812 - Stabilizers for rubber or plastic
7118,Coin,1,"2205 - Wine, flavored"
7211,"Flat-rolled iron, width < 600mm, not clad",1,6807 - Asphalt
7215,Other bars and rods of iron or nonalloy steel,1,1521 - Vegetable waxes and beeswax
7301,Sheet piling of iron or steel,1,8702 - Buses
7313,Barbed wire of iron or steel,1,0510 - Animal products used in pharmaceuticals
7317,Nails and similar articles of iron or steel,1,"0402 - Milk, concentrated"
7324,Sanitary ware and parts of iron or steel,1,4302 - Other tanned furskins
7405,Master alloys of copper,1,1508 - Peanut oil
7413,"Copper wire, uninsulated",1,2836 - Carbonates
7418,Household articles of copper,1,4303 - Furskin apparel
7505,"Nickel bars, wire etc.",1,2937 - Hormones
7506,Nickel plates,1,2813 - Sulfides of nonmetals
7606,Aluminum plates > 0.2 mm,1,7605 - Aluminum wire
7613,Aluminum containers for compressed or liquefied gas,1,3913 - Natural polymers
7614,"Aluminum wire, not insulated",1,7605 - Aluminum wire
7802,Lead waste or scrap,1,4403 - Wood in the rough
7901,Unwrought zinc,1,2607 - Lead ore
7902,Zinc waste and scrap,1,0511 - Animal products n.e.c.
7905,Zinc plates and foil,1,4206 - Articles of gut
8001,Unwrought tin,1,2528 - Natural borates
8101,Tungsten (wolfram),1,3812 - Stabilizers for rubber or plastic
8110,Antimony,1,2528 - Natural borates
8112,Other metals,1,0101 - Horses
8201,Handtools for gardening,1,3805 - Turpentines
8202,Handsaws,1,3806 - Rosin and resin acids
8214,Other cutlery,1,0505 - Feathers and down
8307,Flexible tubing of base metal,1,2923 - Quaternary ammonium salts and hydroxides
8310,Sign plates and similar plates of base metal,1,3405 - Polishes and creams
8407,Spark-ignition reciprocating internal combustion piston engines,1,8408 - Compression-ignition internal combustion piston engines
8409,Parts suitable for use with spark-ignition engines,1,8704 - Motor vehicles for transporting goods
8413,Pumps for liquids,1,"7304 - Tubes, seamless, of iron or steel"
8419,Equipment for temperature change of materials,1,"7312 - Wire of iron or steel, not insulated"
8424,Sprays and powder dispersers,1,"2827 - Chlorides, bromides, iodides etc."
8437,Machinery for processing grain,1,2304 - Solid soybean residues
8439,Machinery for making paper,1,8408 - Compression-ignition internal combustion piston engines
8450,Household- or laundry-type washing machines,1,2803 - Carbon
8453,Machinery for preparing leather,1,4303 - Furskin apparel
8472,Other office machines,1,5803 - Gauze
8482,Ball or roller bearings,1,2830 - Sulfides; polysulfides
8483,Transmission shafts,1,8408 - Compression-ignition internal combustion piston engines
8484,Gaskets and similar joints of metal sheeting,1,8704 - Motor vehicles for transporting goods
8524,"Tapes, cassettes, records and compact disks",1,"2827 - Chlorides, bromides, iodides etc."
8535,Electrical apparatus for > 1k volts,1,7106 - Silver
8544,Insulated electrical wire,1,4402 - Wood charcoal
8545,Carbon articles for eletrical purposes,1,4206 - Articles of gut
8604,Railway service vehicles,1,1201 - Soya beans
8605,"Railway coaches, not self-propelled",1,5803 - Gauze
8708,Parts of motor vehicles,1,8704 - Motor vehicles for transporting goods
8711,Motorcycles,1,5803 - Gauze
8902,Fishing vessels,1,0304 - Fish fillets
8903,Pleasure or sport boats,1,2204 - Wine
9005,Binoculars and telescopes,1,4303 - Furskin apparel
9021,Orthopedic appliances,1,3001 - Heparin for therapeutic use
9022,X-ray machines,1,3507 - Enzymes
9027,Instruments for physical or chemical analysis,1,3507 - Enzymes
9112,Clock cases,1,4303 - Furskin apparel
9209,Parts of musical instruments,1,1520 - Glycerol
9405,Lamps,1,4302 - Other tanned furskins
9602,Worked vegetable or mineral carving material,1,0205 - Horse meat
9606,Buttons,1,2832 - Sulfites
9614,Smoking pipes,1,"0909 - Anise, fennel, etc."
9702,Original engravings,1,0101 - Horses
