iso3_d,hs92,potential_market_size_2020,potential_market_size_2024,potential_market_growth_5y
AFG,4813,9149364.0,0.0,0.0
AFG,4814,1315119.0,0.0,0.0
AFG,4815,340640.0,333528.0,-0.004210985091675168
AFG,4816,1444.0,3616.0,0.20152343454582877
AFG,4817,438384.0,0.0,0.0
AFG,4818,106471458.0,19045656.0,-0.291218216875865
AFG,4819,75837762.0,7011666.0,-0.37886336863287595
AFG,4820,396834375.0,46029800.0,-0.35004100186547715
AFG,4821,2705754.0,143187.0,-0.44445012249476734
AFG,4822,11512.0,87430.0,0.5000368893736744
AFG,4823,74533840.0,9320278.0,-0.34019580272515604
AFG,4901,72312936.0,1049760.0,-0.5710814737285577
AFG,4902,36806.0,0.0,0.0
AFG,4903,1461.0,31028.0,0.8425560734542716
AFG,4905,84722.0,0.0,0.0
AFG,4907,236388.0,77096.0,-0.2007525046956843
AFG,4908,7580.0,97182.0,0.665648374751652
AFG,4909,73323.0,29404.0,-0.16702256317814412
AFG,4910,112352.0,2524.0,-0.5319398057117879
AFG,4911,84080800.0,5602494.0,-0.4182493020776792
AFG,5001,0.0,0.0,0.0
AFG,5002,271567.0,110954.0,-0.1639096829782698
AFG,5003,1001545.0,0.0,0.0
AFG,5004,0.0,30581.0,0.0
AFG,5006,21137.0,0.0,0.0
AFG,5007,3688626.0,9762822.0,0.21490452492710266
AFG,5101,381744.0,3831.0,-0.6016104056582416
AFG,5102,219572.0,0.0,0.0
AFG,5105,37833.0,0.0,0.0
AFG,5106,0.0,0.0,0.0
AFG,5107,375455.0,676376.0,0.1249314518649487
AFG,5108,0.0,0.0,0.0
AFG,5109,1488956.0,653770.0,-0.15177977270970067
AFG,5111,16241.0,0.0,0.0
AFG,5112,0.0,0.0,0.0
AFG,5201,560022.0,0.0,0.0
AFG,5202,1643564.0,222619.0,-0.32956740361717074
AFG,5203,0.0,0.0,0.0
AFG,5204,323916.0,686506.0,0.16209701945026112
AFG,5205,70782.0,69357.0,-0.004059269231999729
AFG,5207,0.0,47417.0,0.0
AFG,5208,19678561.0,144084968.0,0.4891041274975967
AFG,5209,82192.0,9954.0,-0.344408041897741
AFG,5210,14349160.0,1876713.0,-0.3342452452128384
AFG,5211,16658661.0,866745.0,-0.446330945284653
AFG,5212,244618.0,0.0,0.0
AFG,5301,0.0,258578.0,0.0
AFG,5307,191544.0,33990.0,-0.2923532402543294
AFG,5309,23018.0,0.0,0.0
AFG,5310,1103.0,0.0,0.0
AFG,5311,4500.0,0.0,0.0
AFG,5401,830210.0,1918352.0,0.18235547785328632
AFG,5402,43238909.0,2606888.0,-0.42977069962252235
AFG,5403,2127951.0,957321.0,-0.14764759185997767
AFG,5404,34743.0,102228.0,0.24091064348969304
AFG,5406,105997.0,0.0,0.0
AFG,5407,1330785480.0,1320490392.0,-0.0015520298890846496
AFG,5408,7168702.0,408753.0,-0.43609741537514124
AFG,5501,65316.0,0.0,0.0
AFG,5502,4199528.0,0.0,0.0
AFG,5503,14882500.0,35521.0,-0.701075261156564
AFG,5504,286096.0,219667.0,-0.051471014822456085
AFG,5505,63328.0,3835.0,-0.42926577151543444
AFG,5506,2300280.0,0.0,0.0
AFG,5507,3250.0,0.0,0.0
AFG,5508,55992.0,76555.0,0.06455846109512109
AFG,5509,7405896.0,250310.0,-0.49209777164836155
